"path","category","tracked","referenced","recommendation","reason"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_012_2.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_013_3.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_014_3.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_015_3.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_016_3.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_017_4.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_018_4.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_019_4.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_020_4.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_021_5.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_022_5.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_023_5.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_024_5.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_025_6.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_026_6.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_027_6.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_028_6.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_029_7.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_030_7.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_031_7.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_032_7.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_033_8.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_034_8.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_035_8.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_036_8.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_037_9.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_038_9.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_039_9.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_040_9.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_041_10.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_042_10.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_043_10.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_044_10.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_045_11.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_046_11.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_047_11.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_048_11.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_049_12.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_050_12.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_051_12.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_052_12.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_053_13.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_054_13.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_055_13.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_056_13.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_057_14.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_058_14.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_059_14.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_060_14.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_061_15.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_062_15.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_063_15.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_064_15.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_065_16.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_066_16.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_067_16.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_068_16.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_069_17.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_070_17.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_071_17.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_072_17.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Interval_073_18.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/Heatup_Report_20260214_171500.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunA_SameProcess_20260214_171456/IP-0015_StageE_Rerun_2026-02-14_171456.md","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_20260214_164459/Heatup_Interval_034_8.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_20260214_164459/Heatup_Interval_035_8.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_20260214_164459/Heatup_Interval_036_8.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_20260214_164459/Heatup_Report_20260214_164459.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_20260214_164459/IP-0015_StageE_Rerun_2026-02-14_164456.md","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_001_0.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_002_0.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_003_0.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_004_0.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_005_1.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_006_1.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_007_1.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_008_1.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_009_2.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_010_2.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_011_2.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_012_2.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_013_3.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_014_3.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_015_3.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_016_3.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_017_4.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_018_4.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_019_4.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_020_4.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_021_5.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_022_5.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_023_5.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_024_5.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_025_6.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_026_6.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_027_6.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_028_6.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_029_7.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_030_7.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_031_7.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_032_7.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_033_8.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_034_8.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_035_8.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_036_8.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_037_9.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_038_9.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_039_9.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_040_9.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_041_10.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_042_10.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_043_10.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_044_10.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_045_11.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_046_11.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_047_11.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_048_11.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_049_12.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_050_12.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_051_12.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_052_12.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_053_13.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_054_13.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_055_13.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_056_13.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_057_14.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_058_14.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_059_14.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_060_14.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_061_15.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_062_15.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_063_15.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_064_15.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_065_16.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_066_16.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_067_16.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_068_16.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_069_17.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_070_17.25hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_071_17.50hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_072_17.75hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Interval_073_18.00hr.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/Heatup_Report_20260214_171503.txt","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0017_RunB_SameProcess_20260214_171456/IP-0015_StageE_Rerun_2026-02-14_171500.md","Runtime log artifact","yes","True","KEEP","Referenced by governance/docs evidence"
"HeatupLogs/IP-0019_Extended_20260215_065115/ExtendedHeatup/Heatup_Interval_061_0.00hr.txt","Runtime log artifact","yes","False","DELETE_CANDIDATE","No governance/doc reference detected (likely superseded run artifact)"
